order_id,customer_id,product_id,quantity,unit_price,region,status,order_date,ingest_date,line_item_seq
51,3179,278,5,119.08,EU,SHIPPED,2026-01-04,2026-01-01,1
52,3022,168,2,111.92,NA,SHIPPED,2026-01-04,2026-01-01,1
53,3071,412,2,5.78,LATAM,DELIVERED,2026-01-04,2026-01-01,1
54,1529,463,1,183.16,APAC,PROCESSING,2026-01-05,2026-01-01,1
55,2840,85,9,191.97,LATAM,DELIVERED,2026-01-03,2026-01-01,1
56,4379,392,5,58.5,EU,DELIVERED,2026-01-01,2026-01-01,1
57,1131,65,3,215.33,EU,DELIVERED,2026-01-04,2026-01-01,1
58,6299,158,7,82.51,APAC,DELIVERED,2026-01-02,2026-01-01,1
59,7400,442,7,81.28,NA,PROCESSING,2026-01-04,2026-01-01,1
60,7617,258,8,141.97,NA,DELIVERED,2026-01-02,2026-01-01,1
61,5500,24,1,58.3,APAC,SHIPPED,2026-01-02,2026-01-01,1
62,6951,433,7,189.45,APAC,SHIPPED,2026-01-04,2026-01-01,1
63,3405,453,3,68.83,NA,CANCELLED,2026-01-05,2026-01-01,1
64,6740,268,9,147.02,LATAM,DELIVERED,2026-01-02,2026-01-01,1
65,4966,261,2,64.87,NA,CANCELLED,2026-01-02,2026-01-01,1
66,7244,226,4,89.14,EU,PLACED,2026-01-04,2026-01-01,1
67,6085,14,2,233.62,LATAM,PLACED,2026-01-02,2026-01-01,1
68,4357,204,4,119.15,LATAM,PLACED,2026-01-02,2026-01-01,1
69,7505,255,5,171.49,APAC,DELIVERED,2026-01-04,2026-01-01,1
70,3302,283,3,58.9,EU,PLACED,2026-01-04,2026-01-01,1
71,1930,66,8,176.37,LATAM,SHIPPED,2026-01-01,2026-01-01,1
72,6928,177,4,244.56,EU,CANCELLED,2026-01-05,2026-01-01,1
73,7128,484,3,178.18,APAC,PROCESSING,2026-01-05,2026-01-01,1
74,4317,45,9,124.81,EU,PROCESSING,2026-01-02,2026-01-01,1
75,693,38,4,34.11,LATAM,PROCESSING,2026-01-05,2026-01-01,1
76,2446,451,2,136.51,NA,DELIVERED,2026-01-02,2026-01-01,1
77,714,314,5,64.02,NA,PLACED,2026-01-01,2026-01-01,1
78,2845,356,9,187.18,LATAM,DELIVERED,2026-01-04,2026-01-01,1
79,6556,328,9,85.26,EU,SHIPPED,2026-01-04,2026-01-01,1
80,4726,66,2,42.92,EU,PLACED,2026-01-04,2026-01-01,1
81,4725,105,1,39.66,LATAM,PLACED,2026-01-05,2026-01-01,1
82,6545,106,7,41.2,LATAM,PROCESSING,2026-01-01,2026-01-01,1
83,2757,310,2,175.2,NA,DELIVERED,2026-01-05,2026-01-01,1
84,1730,157,6,17.16,APAC,PLACED,2026-01-05,2026-01-01,1
85,1828,493,3,240.96,EU,SHIPPED,2026-01-01,2026-01-01,1
86,1522,345,4,53.45,APAC,DELIVERED,2026-01-01,2026-01-01,1
87,7784,241,4,85.85,EU,PLACED,2026-01-01,2026-01-01,1
88,6318,4,3,46.75,NA,CANCELLED,2026-01-01,2026-01-01,1
89,301,439,7,221.43,APAC,SHIPPED,2026-01-04,2026-01-01,1
90,4093,138,6,13.89,LATAM,PROCESSING,2026-01-03,2026-01-01,1
91,6247,377,8,180.51,LATAM,PLACED,2026-01-03,2026-01-01,1
92,6665,44,5,32.56,EU,PLACED,2026-01-01,2026-01-01,1
93,7332,209,1,249.92,LATAM,PLACED,2026-01-03,2026-01-01,1
94,1029,449,5,100.07,NA,SHIPPED,2026-01-03,2026-01-01,1
95,3919,387,7,83.99,NA,CANCELLED,2026-01-01,2026-01-01,1
96,5961,62,6,100.75,APAC,DELIVERED,2026-01-03,2026-01-01,1
97,5721,486,2,94.56,EU,PROCESSING,2026-01-05,2026-01-01,1
98,6322,350,2,47.8,APAC,PROCESSING,2026-01-02,2026-01-01,1
99,1820,5,7,218.51,APAC,PLACED,2026-01-02,2026-01-01,1
100,4123,44,1,160.08,NA,DELIVERED,2026-01-01,2026-01-01,1
101,5998,395,1,90.32,LATAM,PROCESSING,2026-01-04,2026-01-01,1
102,1711,73,2,96.86,NA,PROCESSING,2026-01-01,2026-01-01,1
103,7329,175,2,23.15,NA,SHIPPED,2026-01-04,2026-01-01,1
104,3187,14,9,100.25,LATAM,DELIVERED,2026-01-02,2026-01-01,1
105,4474,19,1,192.82,APAC,CANCELLED,2026-01-01,2026-01-01,1
106,4193,13,5,104.84,APAC,PLACED,2026-01-05,2026-01-01,1
107,6822,384,5,115.44,APAC,PLACED,2026-01-03,2026-01-01,1
108,1160,21,6,50.46,EU,PLACED,2026-01-04,2026-01-01,1
109,388,447,4,42.59,APAC,SHIPPED,2026-01-03,2026-01-01,1
110,1904,295,3,177.94,LATAM,PROCESSING,2026-01-03,2026-01-01,1
111,7147,235,9,171.82,NA,PROCESSING,2026-01-01,2026-01-01,1
112,4260,66,9,157.77,NA,SHIPPED,2026-01-03,2026-01-01,1
113,1899,286,8,194.29,LATAM,CANCELLED,2026-01-05,2026-01-01,1
114,1439,151,1,119.64,LATAM,DELIVERED,2026-01-03,2026-01-01,1
115,7882,192,2,35.53,EU,PLACED,2026-01-01,2026-01-01,1
116,5041,155,3,138.78,EU,CANCELLED,2026-01-05,2026-01-01,1
117,4777,129,2,67.13,EU,DELIVERED,2026-01-02,2026-01-01,1
118,1002,327,8,176.85,EU,PROCESSING,2026-01-03,2026-01-01,1
119,1160,450,6,165.72,LATAM,PLACED,2026-01-01,2026-01-01,1
120,4254,151,8,66.81,EU,PLACED,2026-01-02,2026-01-01,1
121,6542,95,4,217.04,NA,DELIVERED,2026-01-02,2026-01-01,1
122,813,371,7,224.05,NA,CANCELLED,2026-01-04,2026-01-01,1
123,5859,157,9,173.36,LATAM,PLACED,2026-01-05,2026-01-01,1
124,1390,398,4,107.8,EU,DELIVERED,2026-01-03,2026-01-01,1
125,5422,316,2,151.57,EU,PLACED,2026-01-01,2026-01-01,1
126,3011,427,6,86.6,EU,DELIVERED,2026-01-04,2026-01-01,1
127,2397,5,4,89.04,EU,DELIVERED,2026-01-05,2026-01-01,1
128,6928,459,5,125.02,NA,PLACED,2026-01-04,2026-01-01,1
129,4490,366,1,81.49,LATAM,PROCESSING,2026-01-05,2026-01-01,1
130,1348,489,2,181.59,NA,SHIPPED,2026-01-05,2026-01-01,1
131,2996,33,8,39.48,APAC,DELIVERED,2026-01-03,2026-01-01,1
132,6194,93,7,26.63,LATAM,SHIPPED,2026-01-05,2026-01-01,1
133,5444,326,5,134.9,NA,DELIVERED,2026-01-04,2026-01-01,1
134,1538,7,1,117.55,LATAM,SHIPPED,2026-01-05,2026-01-01,1
135,4939,429,2,91.61,NA,SHIPPED,2026-01-03,2026-01-01,1
136,1487,266,5,222.62,LATAM,DELIVERED,2026-01-03,2026-01-01,1
137,3147,249,8,132.7,LATAM,PLACED,2026-01-04,2026-01-01,1
138,1783,468,1,209.29,APAC,PROCESSING,2026-01-02,2026-01-01,1
139,2549,73,9,191.7,APAC,PLACED,2026-01-02,2026-01-01,1
140,1751,145,2,134.03,EU,PROCESSING,2026-01-05,2026-01-01,1
141,6886,228,7,211.38,EU,PLACED,2026-01-01,2026-01-01,1
142,5874,494,4,152.6,LATAM,SHIPPED,2026-01-05,2026-01-01,1
143,2014,134,3,57.86,NA,PROCESSING,2026-01-04,2026-01-01,1
144,2236,55,4,100.25,APAC,PLACED,2026-01-04,2026-01-01,1
145,5042,385,5,224.0,EU,DELIVERED,2026-01-04,2026-01-01,1
146,6273,267,1,83.9,EU,PROCESSING,2026-01-04,2026-01-01,1
147,3565,363,6,17.57,NA,DELIVERED,2026-01-04,2026-01-01,1
148,6241,401,5,229.78,LATAM,PLACED,2026-01-03,2026-01-01,1
149,4461,313,2,132.53,EU,PLACED,2026-01-02,2026-01-01,1
150,2549,252,5,194.42,APAC,PROCESSING,2026-01-04,2026-01-01,1
151,5285,167,1,117.34,EU,CANCELLED,2026-01-01,2026-01-01,1
152,5015,201,5,159.88,NA,PLACED,2026-01-01,2026-01-01,1
153,2225,144,7,148.72,EU,PROCESSING,2026-01-01,2026-01-01,1
154,7152,53,2,28.78,LATAM,PLACED,2026-01-01,2026-01-01,1
155,4725,91,6,42.73,LATAM,DELIVERED,2026-01-03,2026-01-01,1
156,5842,489,6,209.3,APAC,DELIVERED,2026-01-01,2026-01-01,1
157,970,261,1,35.74,NA,PROCESSING,2026-01-04,2026-01-01,1
158,273,358,7,77.96,NA,DELIVERED,2026-01-05,2026-01-01,1
159,7495,264,2,152.61,APAC,SHIPPED,2026-01-01,2026-01-01,1
160,6543,457,8,229.66,NA,PROCESSING,2026-01-03,2026-01-01,1
161,1587,442,4,100.35,NA,SHIPPED,2026-01-03,2026-01-01,1
162,6555,397,2,132.34,APAC,PLACED,2026-01-01,2026-01-01,1
163,2825,3,3,241.86,APAC,DELIVERED,2026-01-05,2026-01-01,1
164,5184,27,6,189.24,LATAM,SHIPPED,2026-01-01,2026-01-01,1
165,3519,50,2,84.92,APAC,PROCESSING,2026-01-03,2026-01-01,1
166,2389,357,3,187.66,NA,SHIPPED,2026-01-02,2026-01-01,1
167,4021,310,5,89.23,EU,PROCESSING,2026-01-04,2026-01-01,1
168,5349,381,4,168.65,APAC,SHIPPED,2026-01-03,2026-01-01,1
169,4601,56,6,49.33,APAC,PLACED,2026-01-01,2026-01-01,1
170,4957,148,4,28.02,EU,PROCESSING,2026-01-04,2026-01-01,1
171,7978,97,1,101.33,EU,PLACED,2026-01-01,2026-01-01,1
172,3821,397,5,53.62,EU,PROCESSING,2026-01-01,2026-01-01,1
173,2785,116,5,207.25,NA,DELIVERED,2026-01-02,2026-01-01,1
174,629,122,6,154.97,APAC,PLACED,2026-01-04,2026-01-01,1
175,4346,472,5,21.93,NA,PLACED,2026-01-04,2026-01-01,1
176,7238,50,1,98.65,EU,PROCESSING,2026-01-02,2026-01-01,1
177,4608,106,6,110.55,LATAM,SHIPPED,2026-01-03,2026-01-01,1
178,345,344,9,207.93,NA,SHIPPED,2026-01-01,2026-01-01,1
179,4643,340,9,222.82,NA,PROCESSING,2026-01-05,2026-01-01,1
180,7441,283,1,105.73,APAC,DELIVERED,2026-01-01,2026-01-01,1
181,556,18,1,201.78,APAC,DELIVERED,2026-01-01,2026-01-01,1
182,5083,412,3,192.47,EU,SHIPPED,2026-01-03,2026-01-01,1
183,4011,484,3,23.62,EU,PROCESSING,2026-01-01,2026-01-01,1
184,2920,353,9,34.27,EU,SHIPPED,2026-01-02,2026-01-01,1
185,7513,442,4,74.13,LATAM,PROCESSING,2026-01-02,2026-01-01,1
186,460,127,2,175.72,LATAM,DELIVERED,2026-01-04,2026-01-01,1
187,5227,32,4,29.72,LATAM,PROCESSING,2026-01-05,2026-01-01,1
188,7030,7,9,159.25,EU,PROCESSING,2026-01-01,2026-01-01,1
189,2789,399,6,5.07,APAC,DELIVERED,2026-01-01,2026-01-01,1
190,2812,334,5,168.57,EU,DELIVERED,2026-01-03,2026-01-01,1
191,2536,419,6,239.38,APAC,DELIVERED,2026-01-02,2026-01-01,1
192,3116,180,7,219.09,NA,DELIVERED,2026-01-05,2026-01-01,1
193,2550,243,2,194.71,APAC,DELIVERED,2026-01-04,2026-01-01,1
194,5545,40,3,74.68,APAC,CANCELLED,2026-01-02,2026-01-01,1
195,5017,223,3,17.33,LATAM,DELIVERED,2026-01-04,2026-01-01,1
196,6193,371,6,222.0,NA,PROCESSING,2026-01-03,2026-01-01,1
197,60,50,2,35.1,LATAM,PROCESSING,2026-01-03,2026-01-01,1
198,7426,351,7,15.07,APAC,PLACED,2026-01-01,2026-01-01,1
199,4673,90,9,145.94,NA,PLACED,2026-01-05,2026-01-01,1
200,3186,473,3,135.83,EU,PLACED,2026-01-04,2026-01-01,1
201,1795,238,9,49.21,APAC,PLACED,2026-01-02,2026-01-01,1
202,4445,198,6,132.63,LATAM,PLACED,2026-01-03,2026-01-01,1
203,6542,243,3,67.3,APAC,SHIPPED,2026-01-01,2026-01-01,1
204,1965,411,4,193.01,NA,PROCESSING,2026-01-01,2026-01-01,1
205,4770,416,6,210.05,APAC,PROCESSING,2026-01-04,2026-01-01,1
206,1494,268,7,84.09,EU,DELIVERED,2026-01-03,2026-01-01,1
207,4772,188,8,238.72,APAC,SHIPPED,2026-01-05,2026-01-01,1
208,6159,111,7,101.04,EU,PLACED,2026-01-03,2026-01-01,1
209,2597,286,5,232.84,NA,DELIVERED,2026-01-04,2026-01-01,1
210,4234,408,6,144.87,NA,PLACED,2026-01-04,2026-01-01,1
211,7433,88,1,44.39,EU,SHIPPED,2026-01-03,2026-01-01,1
212,4914,214,3,110.13,APAC,DELIVERED,2026-01-04,2026-01-01,1
213,7075,260,8,88.17,EU,PLACED,2026-01-03,2026-01-01,1
214,5678,467,3,199.95,EU,DELIVERED,2026-01-02,2026-01-01,1
215,2666,473,3,200.41,LATAM,PROCESSING,2026-01-03,2026-01-01,1
216,4177,5,7,210.14,NA,DELIVERED,2026-01-03,2026-01-01,1
217,4399,388,8,26.83,EU,SHIPPED,2026-01-04,2026-01-01,1
218,5394,477,5,17.11,LATAM,PLACED,2026-01-04,2026-01-01,1
219,7281,137,7,228.53,EU,PROCESSING,2026-01-01,2026-01-01,1
220,3070,119,7,59.4,LATAM,PROCESSING,2026-01-01,2026-01-01,1
221,2457,51,8,96.86,APAC,DELIVERED,2026-01-02,2026-01-01,1
222,6051,486,2,128.35,APAC,PLACED,2026-01-01,2026-01-01,1
223,2768,424,5,237.71,APAC,DELIVERED,2026-01-03,2026-01-01,1
224,5939,53,3,169.37,EU,PLACED,2026-01-04,2026-01-01,1
225,2413,98,3,83.23,NA,DELIVERED,2026-01-01,2026-01-01,1
226,3063,200,5,162.56,APAC,PROCESSING,2026-01-01,2026-01-01,1
227,6385,459,2,242.16,LATAM,CANCELLED,2026-01-02,2026-01-01,1
228,2137,482,5,10.33,LATAM,PLACED,2026-01-02,2026-01-01,1
229,7863,238,4,54.93,NA,SHIPPED,2026-01-03,2026-01-01,1
230,5392,352,8,157.38,EU,DELIVERED,2026-01-04,2026-01-01,1
231,7423,416,1,10.26,EU,DELIVERED,2026-01-02,2026-01-01,1
232,5609,177,4,217.47,LATAM,DELIVERED,2026-01-01,2026-01-01,1
233,4341,261,7,103.44,EU,DELIVERED,2026-01-04,2026-01-01,1
234,1804,32,2,197.12,EU,SHIPPED,2026-01-04,2026-01-01,1
235,7267,133,2,184.74,NA,PROCESSING,2026-01-01,2026-01-01,1
236,6715,480,5,156.52,LATAM,DELIVERED,2026-01-02,2026-01-01,1
237,1097,321,9,151.7,LATAM,PLACED,2026-01-01,2026-01-01,1
238,6768,198,8,248.43,LATAM,PROCESSING,2026-01-04,2026-01-01,1
239,3749,487,5,19.36,NA,PROCESSING,2026-01-05,2026-01-01,1
240,7456,153,7,107.41,LATAM,PLACED,2026-01-05,2026-01-01,1
241,7097,411,8,208.3,LATAM,PROCESSING,2026-01-03,2026-01-01,1
242,211,366,3,111.47,NA,PLACED,2026-01-01,2026-01-01,1
243,534,78,9,187.45,APAC,PLACED,2026-01-01,2026-01-01,1
244,941,112,7,191.94,APAC,SHIPPED,2026-01-03,2026-01-01,1
245,3938,73,4,36.24,LATAM,CANCELLED,2026-01-03,2026-01-01,1
246,7251,28,1,230.89,LATAM,PROCESSING,2026-01-03,2026-01-01,1
247,1266,498,7,124.93,EU,PROCESSING,2026-01-04,2026-01-01,1
248,12,88,6,187.85,APAC,PROCESSING,2026-01-01,2026-01-01,1
249,2002,191,7,238.26,NA,PROCESSING,2026-01-04,2026-01-01,1
250,517,457,7,147.7,APAC,SHIPPED,2026-01-03,2026-01-01,1
251,4890,36,6,162.44,EU,PLACED,2026-01-01,2026-01-01,1
252,7284,231,1,84.61,APAC,DELIVERED,2026-01-04,2026-01-01,1
253,4443,357,8,166.84,LATAM,DELIVERED,2026-01-04,2026-01-01,1
254,2068,241,2,29.01,NA,DELIVERED,2026-01-03,2026-01-01,1
255,1725,490,5,67.21,LATAM,PLACED,2026-01-01,2026-01-01,1
256,2184,312,8,206.76,EU,SHIPPED,2026-01-03,2026-01-01,1
257,4542,418,7,123.94,LATAM,PLACED,2026-01-01,2026-01-01,1
258,7606,67,2,27.23,LATAM,PLACED,2026-01-05,2026-01-01,1
259,5968,21,6,199.92,LATAM,DELIVERED,2026-01-02,2026-01-01,1
260,7738,295,1,194.56,LATAM,PLACED,2026-01-02,2026-01-01,1
261,6082,421,7,36.38,LATAM,PROCESSING,2026-01-02,2026-01-01,1
262,173,42,2,144.9,EU,PLACED,2026-01-03,2026-01-01,1
263,6849,164,6,172.59,NA,PLACED,2026-01-05,2026-01-01,1
264,6661,322,7,65.95,NA,PLACED,2026-01-01,2026-01-01,1
265,4255,17,9,226.88,LATAM,DELIVERED,2026-01-04,2026-01-01,1
266,1815,499,3,137.6,APAC,PROCESSING,2026-01-01,2026-01-01,1
267,5525,54,2,244.73,EU,PROCESSING,2026-01-04,2026-01-01,1
268,6656,105,4,233.12,APAC,CANCELLED,2026-01-01,2026-01-01,1
269,1676,413,4,233.11,LATAM,DELIVERED,2026-01-05,2026-01-01,1
270,4,153,5,51.13,APAC,PROCESSING,2026-01-04,2026-01-01,1
271,6949,405,7,100.94,APAC,PROCESSING,2026-01-03,2026-01-01,1
272,1611,19,3,9.42,LATAM,SHIPPED,2026-01-01,2026-01-01,1
273,2794,413,5,207.89,LATAM,PLACED,2026-01-01,2026-01-01,1
274,6248,387,5,141.8,LATAM,PROCESSING,2026-01-04,2026-01-01,1
275,2421,487,7,64.82,NA,PROCESSING,2026-01-03,2026-01-01,1
276,5769,332,9,190.51,EU,DELIVERED,2026-01-03,2026-01-01,1
277,4378,55,7,232.51,EU,PLACED,2026-01-05,2026-01-01,1
278,2791,236,3,145.99,EU,PROCESSING,2026-01-03,2026-01-01,1
279,2331,179,3,140.01,APAC,DELIVERED,2026-01-03,2026-01-01,1
280,1501,346,3,132.86,LATAM,PROCESSING,2026-01-03,2026-01-01,1
281,7918,295,1,247.2,APAC,PROCESSING,2026-01-02,2026-01-01,1
282,4331,159,6,182.44,EU,SHIPPED,2026-01-05,2026-01-01,1
283,1726,200,4,182.66,EU,DELIVERED,2026-01-01,2026-01-01,1
284,7346,163,4,57.86,EU,CANCELLED,2026-01-04,2026-01-01,1
285,3929,325,3,174.68,NA,PLACED,2026-01-01,2026-01-01,1
286,4434,124,4,204.97,APAC,DELIVERED,2026-01-05,2026-01-01,1
287,7670,283,3,32.69,NA,CANCELLED,2026-01-04,2026-01-01,1
288,5342,410,2,201.41,APAC,CANCELLED,2026-01-05,2026-01-01,1
289,456,155,8,243.42,EU,SHIPPED,2026-01-03,2026-01-01,1
290,3970,253,9,153.85,LATAM,PROCESSING,2026-01-04,2026-01-01,1
291,7894,269,8,210.21,APAC,PLACED,2026-01-03,2026-01-01,1
292,6869,376,4,152.19,APAC,PLACED,2026-01-01,2026-01-01,1
293,1919,279,2,5.46,NA,PLACED,2026-01-01,2026-01-01,1
294,1383,65,6,142.86,NA,PLACED,2026-01-04,2026-01-01,1
295,4506,114,5,236.98,EU,SHIPPED,2026-01-04,2026-01-01,1
296,5725,220,6,159.8,LATAM,PROCESSING,2026-01-05,2026-01-01,1
297,1989,246,4,158.78,NA,SHIPPED,2026-01-05,2026-01-01,1
298,558,79,2,194.95,APAC,PROCESSING,2026-01-03,2026-01-01,1
299,4558,333,4,125.21,NA,PROCESSING,2026-01-04,2026-01-01,1
300,7935,488,1,215.97,LATAM,DELIVERED,2026-01-01,2026-01-01,1
301,4287,69,9,92.09,LATAM,PROCESSING,2026-01-05,2026-01-01,1
302,6115,231,6,127.18,EU,DELIVERED,2026-01-05,2026-01-01,1
303,5958,346,7,231.5,EU,PROCESSING,2026-01-01,2026-01-01,1
304,3991,495,8,214.8,EU,PROCESSING,2026-01-05,2026-01-01,1
305,1169,199,7,44.75,LATAM,DELIVERED,2026-01-03,2026-01-01,1
306,1368,227,5,157.78,NA,SHIPPED,2026-01-04,2026-01-01,1
307,3688,369,1,216.66,NA,PROCESSING,2026-01-01,2026-01-01,1
308,1600,150,1,247.97,APAC,PROCESSING,2026-01-04,2026-01-01,1
309,157,245,2,249.29,NA,DELIVERED,2026-01-05,2026-01-01,1
310,3380,457,1,102.64,LATAM,PLACED,2026-01-05,2026-01-01,1
311,4990,380,7,197.09,EU,SHIPPED,2026-01-01,2026-01-01,1
312,4958,1,6,246.12,APAC,PROCESSING,2026-01-03,2026-01-01,1
313,7296,143,4,191.3,APAC,CANCELLED,2026-01-02,2026-01-01,1
314,1048,437,4,97.23,EU,DELIVERED,2026-01-01,2026-01-01,1
315,931,94,8,147.45,LATAM,PROCESSING,2026-01-02,2026-01-01,1
316,7293,67,9,210.76,APAC,SHIPPED,2026-01-02,2026-01-01,1
317,7343,454,2,211.72,NA,DELIVERED,2026-01-03,2026-01-01,1
318,1125,479,8,172.51,LATAM,PLACED,2026-01-02,2026-01-01,1
319,6195,5,5,84.65,EU,SHIPPED,2026-01-02,2026-01-01,1
320,1282,196,1,210.15,NA,SHIPPED,2026-01-03,2026-01-01,1
321,4757,184,2,48.41,NA,PROCESSING,2026-01-02,2026-01-01,1
322,5288,281,7,184.25,NA,PROCESSING,2026-01-02,2026-01-01,1
323,1129,331,3,248.56,NA,PROCESSING,2026-01-02,2026-01-01,1
324,3653,62,7,245.35,NA,DELIVERED,2026-01-01,2026-01-01,1
325,2083,427,4,64.5,EU,DELIVERED,2026-01-01,2026-01-01,1
326,6572,142,6,216.34,APAC,DELIVERED,2026-01-01,2026-01-01,1
327,7843,89,2,18.61,APAC,PLACED,2026-01-03,2026-01-01,1
328,4435,369,5,135.89,EU,PLACED,2026-01-05,2026-01-01,1
329,4816,377,9,35.14,EU,PROCESSING,2026-01-02,2026-01-01,1
330,1177,436,1,190.5,EU,SHIPPED,2026-01-02,2026-01-01,1
331,506,27,4,77.39,NA,SHIPPED,2026-01-03,2026-01-01,1
332,6224,221,3,13.59,EU,PLACED,2026-01-02,2026-01-01,1
333,7199,52,3,121.88,NA,DELIVERED,2026-01-01,2026-01-01,1
334,225,256,2,145.16,APAC,SHIPPED,2026-01-05,2026-01-01,1
335,3839,233,5,227.02,APAC,SHIPPED,2026-01-04,2026-01-01,1
336,5329,1,7,214.45,NA,SHIPPED,2026-01-02,2026-01-01,1
337,4053,302,1,192.01,NA,SHIPPED,2026-01-01,2026-01-01,1
338,180,389,7,15.02,EU,PLACED,2026-01-04,2026-01-01,1
339,4515,318,2,132.25,EU,PROCESSING,2026-01-05,2026-01-01,1
340,7665,312,9,194.63,EU,PROCESSING,2026-01-04,2026-01-01,1
341,1329,192,5,225.9,LATAM,PROCESSING,2026-01-01,2026-01-01,1
342,4752,277,2,151.36,NA,DELIVERED,2026-01-04,2026-01-01,1
343,742,104,2,186.18,NA,DELIVERED,2026-01-03,2026-01-01,1
344,4410,101,5,88.89,APAC,DELIVERED,2026-01-04,2026-01-01,1
345,3890,226,3,86.58,NA,PLACED,2026-01-02,2026-01-01,1
346,5454,380,5,130.91,EU,DELIVERED,2026-01-02,2026-01-01,1
347,7232,322,3,153.89,APAC,CANCELLED,2026-01-03,2026-01-01,1
348,308,429,3,243.22,NA,PROCESSING,2026-01-01,2026-01-01,1
349,6184,371,3,27.96,EU,SHIPPED,2026-01-02,2026-01-01,1
350,1267,444,7,220.02,APAC,SHIPPED,2026-01-05,2026-01-01,1
351,6505,18,2,133.8,NA,PLACED,2026-01-02,2026-01-01,1
352,1269,15,7,6.96,LATAM,DELIVERED,2026-01-02,2026-01-01,1
353,7990,174,2,148.21,EU,PLACED,2026-01-01,2026-01-01,1
354,3681,33,6,169.98,EU,PLACED,2026-01-04,2026-01-01,1
355,3029,244,6,90.28,EU,PLACED,2026-01-02,2026-01-01,1
