order_id,customer_id,product_id,quantity,unit_price,region,status,order_date,ingest_date,line_item_seq
60030,5222,371,4,96.19,NA,SHIPPED,2026-01-06,2026-01-02,1
60031,6543,413,8,228.61,NA,DELIVERED,2026-01-08,2026-01-02,1
60032,2117,29,4,73.94,LATAM,DELIVERED,2026-01-10,2026-01-02,1
60033,3754,213,2,24.71,APAC,DELIVERED,2026-01-09,2026-01-02,1
60034,513,18,3,215.9,LATAM,PLACED,2026-01-10,2026-01-02,1
60035,1339,271,9,42.42,NA,PLACED,2026-01-09,2026-01-02,1
60036,7611,226,2,92.33,NA,PLACED,2026-01-09,2026-01-02,1
60037,4810,51,1,114.65,NA,PROCESSING,2026-01-07,2026-01-02,1
60038,5372,37,4,243.37,EU,SHIPPED,2026-01-09,2026-01-02,1
60039,2541,175,2,93.7,APAC,SHIPPED,2026-01-08,2026-01-02,1
60040,6564,203,2,132.51,EU,PLACED,2026-01-09,2026-01-02,1
60041,1701,289,3,135.2,APAC,DELIVERED,2026-01-08,2026-01-02,1
60042,3155,151,9,179.65,LATAM,PROCESSING,2026-01-10,2026-01-02,1
60043,3291,118,1,147.79,APAC,PROCESSING,2026-01-09,2026-01-02,1
60044,5909,222,7,34.31,LATAM,SHIPPED,2026-01-09,2026-01-02,1
60045,3745,83,9,107.61,EU,PLACED,2026-01-08,2026-01-02,1
60046,6502,217,2,231.9,LATAM,PLACED,2026-01-07,2026-01-02,1
60047,4301,448,7,120.11,LATAM,PLACED,2026-01-10,2026-01-02,1
60048,6936,380,1,112.06,LATAM,PLACED,2026-01-08,2026-01-02,1
60049,5007,483,7,155.93,EU,SHIPPED,2026-01-10,2026-01-02,1
60050,6964,50,4,228.3,APAC,SHIPPED,2026-01-07,2026-01-02,1
60051,6118,275,5,36.5,NA,CANCELLED,2026-01-10,2026-01-02,1
60052,4886,329,9,141.78,EU,PLACED,2026-01-07,2026-01-02,1
60053,2044,186,7,175.42,LATAM,PLACED,2026-01-08,2026-01-02,1
60054,2809,471,8,85.13,EU,DELIVERED,2026-01-09,2026-01-02,1
60055,6516,290,7,59.99,NA,PLACED,2026-01-08,2026-01-02,1
60056,692,496,6,209.36,LATAM,DELIVERED,2026-01-09,2026-01-02,1
60057,6907,38,5,241.5,APAC,SHIPPED,2026-01-10,2026-01-02,1
60058,3509,23,8,156.8,LATAM,SHIPPED,2026-01-08,2026-01-02,1
60059,2426,251,4,157.8,NA,CANCELLED,2026-01-06,2026-01-02,1
60060,3502,478,7,149.06,LATAM,SHIPPED,2026-01-09,2026-01-02,1
60061,1602,481,6,66.82,LATAM,PROCESSING,2026-01-06,2026-01-02,1
60062,7099,107,1,201.5,NA,PLACED,2026-01-06,2026-01-02,1
60063,2572,159,6,116.55,EU,PLACED,2026-01-06,2026-01-02,1
60064,2511,490,7,245.54,LATAM,PROCESSING,2026-01-07,2026-01-02,1
60065,6665,126,5,183.29,APAC,PLACED,2026-01-08,2026-01-02,1
60066,152,476,6,91.31,EU,PLACED,2026-01-10,2026-01-02,1
60067,2721,476,9,48.99,APAC,PROCESSING,2026-01-07,2026-01-02,1
60068,7710,381,8,60.45,APAC,PLACED,2026-01-09,2026-01-02,1
60069,6376,221,1,163.2,NA,SHIPPED,2026-01-10,2026-01-02,1
60070,5251,105,4,83.18,NA,DELIVERED,2026-01-09,2026-01-02,1
60071,6305,449,3,203.35,EU,DELIVERED,2026-01-07,2026-01-02,1
60072,4780,36,1,119.78,EU,SHIPPED,2026-01-06,2026-01-02,1
60073,242,427,9,118.75,LATAM,PLACED,2026-01-09,2026-01-02,1
60074,2564,436,8,173.97,APAC,PLACED,2026-01-06,2026-01-02,1
60075,7875,247,7,124.98,NA,PROCESSING,2026-01-06,2026-01-02,1
60076,4265,287,2,19.95,EU,DELIVERED,2026-01-07,2026-01-02,1
60077,6616,306,1,159.74,LATAM,PROCESSING,2026-01-10,2026-01-02,1
60078,1604,358,7,210.73,LATAM,PLACED,2026-01-10,2026-01-02,1
60079,1996,231,2,169.95,NA,PLACED,2026-01-10,2026-01-02,1
60080,5776,381,9,25.51,LATAM,SHIPPED,2026-01-08,2026-01-02,1
60081,3596,167,2,22.69,APAC,PLACED,2026-01-07,2026-01-02,1
60082,3513,198,3,10.5,APAC,DELIVERED,2026-01-06,2026-01-02,1
60083,7851,10,6,244.06,LATAM,CANCELLED,2026-01-06,2026-01-02,1
60084,7962,175,3,183.11,EU,PROCESSING,2026-01-09,2026-01-02,1
60085,980,6,4,181.2,LATAM,PROCESSING,2026-01-07,2026-01-02,1
60086,3643,342,3,186.85,APAC,SHIPPED,2026-01-06,2026-01-02,1
60087,3313,218,1,145.23,EU,PLACED,2026-01-06,2026-01-02,1
60088,1555,26,4,51.64,NA,SHIPPED,2026-01-10,2026-01-02,1
60089,7051,259,5,51.82,LATAM,PROCESSING,2026-01-06,2026-01-02,1
60090,202,95,5,112.0,APAC,PROCESSING,2026-01-07,2026-01-02,1
60091,751,223,7,104.6,LATAM,PROCESSING,2026-01-06,2026-01-02,1
60092,627,37,7,186.0,LATAM,SHIPPED,2026-01-07,2026-01-02,1
60093,1456,262,6,77.72,EU,PLACED,2026-01-07,2026-01-02,1
60094,4008,354,5,114.48,NA,SHIPPED,2026-01-07,2026-01-02,1
60095,6359,220,8,206.53,APAC,PLACED,2026-01-10,2026-01-02,1
60096,5129,76,5,41.68,NA,SHIPPED,2026-01-08,2026-01-02,1
60097,5679,96,4,40.39,NA,PLACED,2026-01-09,2026-01-02,1
60098,4662,401,5,166.69,EU,PROCESSING,2026-01-09,2026-01-02,1
60099,6875,162,9,78.6,NA,SHIPPED,2026-01-09,2026-01-02,1
60100,5285,31,4,220.64,EU,PLACED,2026-01-09,2026-01-02,1
60101,85,285,1,166.58,APAC,CANCELLED,2026-01-07,2026-01-02,1
60102,1576,284,9,78.96,APAC,PLACED,2026-01-06,2026-01-02,1
60103,7945,366,9,155.61,APAC,SHIPPED,2026-01-10,2026-01-02,1
60104,5269,54,6,148.52,APAC,SHIPPED,2026-01-08,2026-01-02,1
60105,1256,399,5,146.43,NA,DELIVERED,2026-01-06,2026-01-02,1
60106,2128,358,1,106.22,EU,PLACED,2026-01-08,2026-01-02,1
60107,1518,3,7,64.42,NA,SHIPPED,2026-01-08,2026-01-02,1
60108,6042,281,2,106.34,APAC,SHIPPED,2026-01-08,2026-01-02,1
60109,1801,119,5,59.71,EU,PLACED,2026-01-10,2026-01-02,1
60110,1705,241,5,146.6,LATAM,PROCESSING,2026-01-06,2026-01-02,1
60111,2391,77,2,121.82,EU,DELIVERED,2026-01-06,2026-01-02,1
60112,3329,38,7,113.94,APAC,PLACED,2026-01-06,2026-01-02,1
60113,4179,22,6,170.84,APAC,DELIVERED,2026-01-06,2026-01-02,1
60114,1477,230,8,221.74,LATAM,SHIPPED,2026-01-06,2026-01-02,1
60115,4307,218,4,76.84,LATAM,PLACED,2026-01-10,2026-01-02,1
60116,6322,182,7,66.33,NA,DELIVERED,2026-01-09,2026-01-02,1
60117,6623,365,4,202.81,EU,PROCESSING,2026-01-08,2026-01-02,1
60118,5878,86,2,120.13,LATAM,DELIVERED,2026-01-08,2026-01-02,1
60119,2789,302,3,130.96,EU,DELIVERED,2026-01-09,2026-01-02,1
60120,728,334,8,59.99,NA,PLACED,2026-01-07,2026-01-02,1
60121,7551,481,3,17.32,LATAM,SHIPPED,2026-01-08,2026-01-02,1
60122,215,360,8,207.14,LATAM,PLACED,2026-01-06,2026-01-02,1
60123,1033,200,5,191.23,NA,DELIVERED,2026-01-08,2026-01-02,1
60124,3220,77,4,210.07,EU,DELIVERED,2026-01-08,2026-01-02,1
60125,2228,383,3,100.85,NA,PLACED,2026-01-07,2026-01-02,1
60126,5092,336,8,97.19,APAC,CANCELLED,2026-01-09,2026-01-02,1
60127,1984,335,3,20.05,LATAM,PLACED,2026-01-10,2026-01-02,1
60128,7951,305,6,16.43,EU,PROCESSING,2026-01-06,2026-01-02,1
60129,7182,448,5,36.71,EU,SHIPPED,2026-01-09,2026-01-02,1
60130,5401,439,9,239.3,LATAM,PLACED,2026-01-10,2026-01-02,1
60131,6064,372,7,35.92,APAC,PROCESSING,2026-01-10,2026-01-02,1
60132,5066,369,2,117.3,NA,PROCESSING,2026-01-10,2026-01-02,1
60133,4465,434,9,36.8,APAC,PLACED,2026-01-09,2026-01-02,1
60134,2171,214,8,90.15,LATAM,SHIPPED,2026-01-08,2026-01-02,1
60135,7580,309,8,85.41,EU,SHIPPED,2026-01-09,2026-01-02,1
60136,5388,148,8,193.25,EU,DELIVERED,2026-01-09,2026-01-02,1
60137,482,197,5,125.01,LATAM,CANCELLED,2026-01-06,2026-01-02,1
60138,698,45,6,163.12,LATAM,PROCESSING,2026-01-09,2026-01-02,1
60139,3780,292,6,180.52,APAC,DELIVERED,2026-01-08,2026-01-02,1
60140,2290,87,9,80.63,EU,DELIVERED,2026-01-08,2026-01-02,1
60141,3821,393,8,72.26,NA,PLACED,2026-01-10,2026-01-02,1
60142,4608,74,3,152.21,LATAM,SHIPPED,2026-01-06,2026-01-02,1
60143,2931,264,1,213.59,NA,PROCESSING,2026-01-07,2026-01-02,1
60144,2913,485,1,190.49,EU,DELIVERED,2026-01-10,2026-01-02,1
60145,5103,272,4,101.79,EU,PLACED,2026-01-08,2026-01-02,1
60146,2301,82,9,137.1,APAC,DELIVERED,2026-01-10,2026-01-02,1
60147,4206,472,4,209.76,APAC,SHIPPED,2026-01-08,2026-01-02,1
60148,1574,208,3,39.45,LATAM,PROCESSING,2026-01-08,2026-01-02,1
60149,7557,464,8,212.68,LATAM,SHIPPED,2026-01-07,2026-01-02,1
60150,5422,406,2,29.58,LATAM,SHIPPED,2026-01-08,2026-01-02,1
60151,5623,101,1,43.62,LATAM,DELIVERED,2026-01-07,2026-01-02,1
60152,7183,115,5,160.29,LATAM,PROCESSING,2026-01-08,2026-01-02,1
60153,7055,217,1,31.79,LATAM,PROCESSING,2026-01-08,2026-01-02,1
60154,3231,410,8,11.42,EU,PLACED,2026-01-09,2026-01-02,1
60155,627,171,2,163.3,EU,PROCESSING,2026-01-10,2026-01-02,1
60156,1768,22,5,45.19,NA,SHIPPED,2026-01-09,2026-01-02,1
60157,7948,8,3,158.84,EU,PROCESSING,2026-01-09,2026-01-02,1
60158,1369,375,7,21.7,NA,PLACED,2026-01-06,2026-01-02,1
60159,1536,49,8,17.26,EU,PLACED,2026-01-07,2026-01-02,1
60160,7908,209,2,97.89,APAC,DELIVERED,2026-01-10,2026-01-02,1
60161,5065,256,9,18.35,NA,CANCELLED,2026-01-07,2026-01-02,1
60162,1516,163,7,248.31,APAC,PLACED,2026-01-09,2026-01-02,1
60163,670,412,3,32.61,APAC,PLACED,2026-01-07,2026-01-02,1
60164,6926,291,4,222.71,LATAM,SHIPPED,2026-01-07,2026-01-02,1
60165,5469,57,1,20.99,LATAM,PROCESSING,2026-01-08,2026-01-02,1
60166,6843,170,4,229.15,NA,PROCESSING,2026-01-09,2026-01-02,1
60167,6369,360,6,109.78,EU,PLACED,2026-01-10,2026-01-02,1
60168,4210,460,6,83.35,LATAM,PROCESSING,2026-01-10,2026-01-02,1
60169,1363,72,1,12.02,EU,SHIPPED,2026-01-08,2026-01-02,1
60170,6205,12,9,28.11,APAC,PLACED,2026-01-06,2026-01-02,1
60171,5229,430,9,236.59,EU,SHIPPED,2026-01-06,2026-01-02,1
60172,7555,317,6,207.54,NA,PROCESSING,2026-01-06,2026-01-02,1
60173,3775,368,3,34.78,LATAM,PROCESSING,2026-01-07,2026-01-02,1
60174,4110,105,5,232.25,NA,PLACED,2026-01-09,2026-01-02,1
60175,2373,162,4,82.08,NA,PROCESSING,2026-01-07,2026-01-02,1
60176,74,212,3,241.76,APAC,SHIPPED,2026-01-07,2026-01-02,1
60177,7445,397,9,203.86,LATAM,SHIPPED,2026-01-06,2026-01-02,1
60178,1646,482,4,186.92,EU,PROCESSING,2026-01-08,2026-01-02,1
60179,1411,278,9,110.43,APAC,DELIVERED,2026-01-06,2026-01-02,1
60180,4802,295,5,142.21,NA,SHIPPED,2026-01-06,2026-01-02,1
60181,3041,160,4,116.32,EU,PLACED,2026-01-08,2026-01-02,1
60182,7319,209,2,62.51,APAC,PROCESSING,2026-01-07,2026-01-02,1
60183,743,202,8,119.36,EU,SHIPPED,2026-01-09,2026-01-02,1
60184,7276,447,7,213.28,NA,PROCESSING,2026-01-06,2026-01-02,1
60185,7015,17,6,21.84,EU,SHIPPED,2026-01-10,2026-01-02,1
60186,6197,105,6,11.61,NA,PLACED,2026-01-10,2026-01-02,1
60187,1506,438,8,198.5,APAC,PLACED,2026-01-06,2026-01-02,1
60188,6503,28,4,48.73,NA,SHIPPED,2026-01-10,2026-01-02,1
60189,5570,29,1,22.47,NA,DELIVERED,2026-01-09,2026-01-02,1
60190,6541,65,8,237.56,NA,DELIVERED,2026-01-08,2026-01-02,1
60191,4521,123,7,16.89,NA,PLACED,2026-01-08,2026-01-02,1
60192,6773,51,4,183.43,EU,DELIVERED,2026-01-08,2026-01-02,1
60193,6919,16,7,131.05,APAC,PROCESSING,2026-01-08,2026-01-02,1
60194,6332,181,5,48.29,APAC,PLACED,2026-01-09,2026-01-02,1
60195,1019,43,1,210.31,APAC,PLACED,2026-01-10,2026-01-02,1
60196,2245,238,5,88.85,APAC,PLACED,2026-01-09,2026-01-02,1
60197,6678,140,7,156.67,NA,DELIVERED,2026-01-10,2026-01-02,1
60198,2846,5,4,73.42,APAC,PLACED,2026-01-10,2026-01-02,1
60199,6065,304,1,181.02,EU,DELIVERED,2026-01-09,2026-01-02,1
60200,7009,447,9,35.86,EU,PROCESSING,2026-01-06,2026-01-02,1
60201,7438,264,9,230.29,NA,DELIVERED,2026-01-09,2026-01-02,1
60202,3385,481,5,49.45,APAC,PROCESSING,2026-01-08,2026-01-02,1
60203,6770,170,6,45.35,EU,SHIPPED,2026-01-07,2026-01-02,1
60204,5906,58,8,179.26,APAC,PROCESSING,2026-01-07,2026-01-02,1
60205,2959,415,5,85.35,EU,DELIVERED,2026-01-10,2026-01-02,1
60206,4015,215,6,20.15,EU,PLACED,2026-01-08,2026-01-02,1
60207,519,266,9,98.49,NA,PLACED,2026-01-10,2026-01-02,1
60208,2698,264,6,95.39,NA,PROCESSING,2026-01-08,2026-01-02,1
60209,4530,183,9,92.63,APAC,PROCESSING,2026-01-06,2026-01-02,1
60210,2823,481,2,114.55,NA,PROCESSING,2026-01-08,2026-01-02,1
60211,6361,25,8,137.93,EU,SHIPPED,2026-01-06,2026-01-02,1
60212,5058,392,8,27.61,APAC,PROCESSING,2026-01-08,2026-01-02,1
60213,7872,436,4,224.93,APAC,DELIVERED,2026-01-07,2026-01-02,1
60214,1920,233,2,145.93,NA,SHIPPED,2026-01-08,2026-01-02,1
60215,6270,330,3,143.02,LATAM,DELIVERED,2026-01-07,2026-01-02,1
60216,7626,332,8,207.54,LATAM,DELIVERED,2026-01-08,2026-01-02,1
60217,4421,174,7,96.53,APAC,DELIVERED,2026-01-10,2026-01-02,1
60218,1551,171,9,59.63,LATAM,PROCESSING,2026-01-06,2026-01-02,1
60219,3837,237,6,140.88,NA,PLACED,2026-01-10,2026-01-02,1
60220,7168,29,5,174.5,EU,DELIVERED,2026-01-10,2026-01-02,1
60221,7231,146,5,164.71,APAC,PLACED,2026-01-10,2026-01-02,1
60222,2795,397,9,118.56,LATAM,DELIVERED,2026-01-06,2026-01-02,1
60223,1286,392,7,156.02,NA,PLACED,2026-01-08,2026-01-02,1
60224,3212,381,8,157.8,EU,SHIPPED,2026-01-09,2026-01-02,1
60225,3772,32,2,203.35,LATAM,DELIVERED,2026-01-10,2026-01-02,1
60226,3133,2,9,88.69,EU,PLACED,2026-01-10,2026-01-02,1
60227,2960,481,2,174.56,EU,SHIPPED,2026-01-10,2026-01-02,1
60228,3764,190,5,163.41,EU,DELIVERED,2026-01-08,2026-01-02,1
60229,7381,275,3,45.95,APAC,DELIVERED,2026-01-08,2026-01-02,1
60230,904,341,7,185.06,APAC,PLACED,2026-01-09,2026-01-02,1
60231,597,246,4,192.15,NA,DELIVERED,2026-01-08,2026-01-02,1
60232,1633,171,9,195.31,NA,SHIPPED,2026-01-09,2026-01-02,1
60233,6337,219,3,166.85,EU,DELIVERED,2026-01-06,2026-01-02,1
60234,6850,192,9,64.49,EU,PROCESSING,2026-01-09,2026-01-02,1
60235,5418,169,8,191.22,NA,PLACED,2026-01-07,2026-01-02,1
60236,5138,314,5,234.33,LATAM,SHIPPED,2026-01-07,2026-01-02,1
60237,2903,171,3,22.87,LATAM,SHIPPED,2026-01-09,2026-01-02,1
60238,2469,279,6,136.36,NA,CANCELLED,2026-01-09,2026-01-02,1
60239,1186,96,6,171.97,NA,DELIVERED,2026-01-10,2026-01-02,1
60240,3956,390,3,190.97,NA,PLACED,2026-01-06,2026-01-02,1
60241,4232,303,6,76.09,NA,PROCESSING,2026-01-10,2026-01-02,1
60242,4335,251,6,229.5,APAC,PLACED,2026-01-07,2026-01-02,1
60243,3126,485,8,57.24,EU,PLACED,2026-01-09,2026-01-02,1
60244,1301,160,2,93.82,NA,PROCESSING,2026-01-09,2026-01-02,1
60245,5435,276,7,196.56,LATAM,PLACED,2026-01-09,2026-01-02,1
60246,443,76,7,25.24,EU,PROCESSING,2026-01-09,2026-01-02,1
60247,6122,298,3,13.96,EU,PROCESSING,2026-01-06,2026-01-02,1
60248,5621,106,4,36.74,LATAM,PLACED,2026-01-09,2026-01-02,1
60249,7856,4,1,30.87,NA,PLACED,2026-01-10,2026-01-02,1
60250,5680,412,3,144.83,NA,PLACED,2026-01-10,2026-01-02,1
60251,4373,439,8,32.0,LATAM,CANCELLED,2026-01-07,2026-01-02,1
60252,5000,434,6,92.85,EU,PLACED,2026-01-06,2026-01-02,1
60253,5380,168,7,51.24,EU,PROCESSING,2026-01-08,2026-01-02,1
60254,3610,45,5,245.36,EU,SHIPPED,2026-01-08,2026-01-02,1
60255,4829,55,6,20.25,NA,DELIVERED,2026-01-09,2026-01-02,1
60256,5548,468,5,201.73,EU,CANCELLED,2026-01-09,2026-01-02,1
60257,1472,420,9,242.72,APAC,PROCESSING,2026-01-10,2026-01-02,1
60258,7245,355,6,239.52,APAC,PLACED,2026-01-07,2026-01-02,1
60259,3451,316,6,223.52,EU,PLACED,2026-01-09,2026-01-02,1
60260,3473,316,3,35.86,APAC,SHIPPED,2026-01-10,2026-01-02,1
60261,6015,347,2,26.9,NA,DELIVERED,2026-01-09,2026-01-02,1
60262,7836,377,9,61.6,APAC,DELIVERED,2026-01-07,2026-01-02,1
60263,6563,415,9,156.68,EU,PLACED,2026-01-07,2026-01-02,1
60264,2140,484,3,28.33,LATAM,PROCESSING,2026-01-10,2026-01-02,1
60265,4304,368,5,121.38,NA,PROCESSING,2026-01-07,2026-01-02,1
60266,2780,51,2,83.55,APAC,SHIPPED,2026-01-06,2026-01-02,1
60267,1921,462,9,114.28,LATAM,PLACED,2026-01-07,2026-01-02,1
60268,1235,115,9,180.16,EU,PROCESSING,2026-01-09,2026-01-02,1
60269,518,1,7,64.74,EU,PLACED,2026-01-09,2026-01-02,1
60270,5755,133,5,195.19,NA,PLACED,2026-01-06,2026-01-02,1
60271,7070,178,6,102.64,EU,SHIPPED,2026-01-06,2026-01-02,1
60272,4823,329,8,100.47,NA,DELIVERED,2026-01-07,2026-01-02,1
60273,421,491,6,29.01,APAC,CANCELLED,2026-01-09,2026-01-02,1
60274,4990,412,1,57.49,LATAM,SHIPPED,2026-01-06,2026-01-02,1
60275,3118,493,3,140.66,EU,PROCESSING,2026-01-07,2026-01-02,1
60276,6211,473,5,45.33,EU,SHIPPED,2026-01-07,2026-01-02,1
60277,7923,295,9,134.37,EU,CANCELLED,2026-01-06,2026-01-02,1
60278,7162,4,4,107.79,LATAM,DELIVERED,2026-01-10,2026-01-02,1
60279,999,347,1,231.88,LATAM,PLACED,2026-01-06,2026-01-02,1
60280,1596,161,1,85.83,LATAM,DELIVERED,2026-01-08,2026-01-02,1
60281,1491,268,9,115.35,APAC,PLACED,2026-01-07,2026-01-02,1
60282,2321,409,7,238.34,EU,DELIVERED,2026-01-08,2026-01-02,1
60283,1683,385,3,203.7,LATAM,DELIVERED,2026-01-06,2026-01-02,1
60284,6736,451,6,193.14,APAC,DELIVERED,2026-01-06,2026-01-02,1
60285,3728,299,4,190.5,LATAM,PROCESSING,2026-01-06,2026-01-02,1
60286,6991,73,4,83.7,NA,PROCESSING,2026-01-06,2026-01-02,1
60287,5346,342,2,240.6,LATAM,DELIVERED,2026-01-09,2026-01-02,1
60288,1562,438,6,230.63,LATAM,CANCELLED,2026-01-06,2026-01-02,1
60289,3805,498,2,155.42,NA,DELIVERED,2026-01-09,2026-01-02,1
60290,4297,21,3,133.82,LATAM,PLACED,2026-01-08,2026-01-02,1
60291,3856,406,5,35.38,APAC,DELIVERED,2026-01-10,2026-01-02,1
60292,6360,371,3,123.95,LATAM,DELIVERED,2026-01-09,2026-01-02,1
60293,5730,400,2,160.98,LATAM,PROCESSING,2026-01-10,2026-01-02,1
60294,6529,498,3,86.77,EU,DELIVERED,2026-01-09,2026-01-02,1
60295,4906,394,8,173.98,NA,PROCESSING,2026-01-07,2026-01-02,1
60296,6939,161,6,55.76,APAC,SHIPPED,2026-01-06,2026-01-02,1
60297,1822,326,8,124.45,LATAM,PROCESSING,2026-01-09,2026-01-02,1
60298,2146,411,8,57.06,EU,PLACED,2026-01-10,2026-01-02,1
60299,1043,199,9,73.46,APAC,SHIPPED,2026-01-09,2026-01-02,1
60300,4953,69,8,70.85,LATAM,CANCELLED,2026-01-09,2026-01-02,1
60301,5263,430,7,177.69,NA,DELIVERED,2026-01-06,2026-01-02,1
60302,5720,486,5,147.74,APAC,DELIVERED,2026-01-10,2026-01-02,1
60303,645,160,7,217.0,APAC,SHIPPED,2026-01-09,2026-01-02,1
60304,1884,438,2,105.94,EU,SHIPPED,2026-01-08,2026-01-02,1
60305,7322,340,6,119.77,EU,PLACED,2026-01-06,2026-01-02,1
60306,2264,177,4,14.64,APAC,PROCESSING,2026-01-10,2026-01-02,1
60307,3574,426,5,56.35,EU,PROCESSING,2026-01-08,2026-01-02,1
60308,1567,488,1,193.73,NA,PROCESSING,2026-01-06,2026-01-02,1
60309,4510,225,6,158.27,APAC,PLACED,2026-01-06,2026-01-02,1
60310,4284,244,5,29.0,NA,DELIVERED,2026-01-08,2026-01-02,1
60311,7865,336,7,193.15,NA,SHIPPED,2026-01-10,2026-01-02,1
60312,2639,1,1,159.28,NA,CANCELLED,2026-01-07,2026-01-02,1
60313,3398,280,7,166.94,NA,PROCESSING,2026-01-10,2026-01-02,1
60314,433,93,6,5.45,EU,SHIPPED,2026-01-06,2026-01-02,1
60315,4010,148,1,212.68,EU,PLACED,2026-01-10,2026-01-02,1
60316,5159,90,9,162.92,LATAM,PLACED,2026-01-09,2026-01-02,1
60317,928,295,6,12.76,LATAM,PLACED,2026-01-10,2026-01-02,1
60318,3899,291,3,197.34,NA,PROCESSING,2026-01-07,2026-01-02,1
60319,4508,36,9,84.04,EU,SHIPPED,2026-01-08,2026-01-02,1
60320,6118,61,6,29.53,NA,DELIVERED,2026-01-06,2026-01-02,1
60321,2803,329,3,215.75,APAC,PLACED,2026-01-09,2026-01-02,1
60322,6560,325,5,121.17,EU,PLACED,2026-01-10,2026-01-02,1
60323,3130,127,2,104.91,NA,PLACED,2026-01-09,2026-01-02,1
60324,4458,317,8,43.05,NA,PLACED,2026-01-09,2026-01-02,1
60325,4878,123,2,43.11,EU,SHIPPED,2026-01-09,2026-01-02,1
60326,4093,202,6,12.12,LATAM,PROCESSING,2026-01-09,2026-01-02,1
60327,1789,496,6,105.71,LATAM,SHIPPED,2026-01-08,2026-01-02,1
60328,7863,253,3,193.84,EU,PROCESSING,2026-01-07,2026-01-02,1
60329,4302,14,6,246.74,NA,DELIVERED,2026-01-07,2026-01-02,1
60330,3764,226,3,78.42,NA,DELIVERED,2026-01-06,2026-01-02,1
60331,3481,143,2,61.94,NA,PROCESSING,2026-01-08,2026-01-02,1
60332,6275,191,8,19.22,LATAM,DELIVERED,2026-01-10,2026-01-02,1
60333,829,42,8,224.44,EU,DELIVERED,2026-01-10,2026-01-02,1
60334,5919,73,9,224.22,EU,PLACED,2026-01-10,2026-01-02,1
60335,2679,437,3,77.39,APAC,PLACED,2026-01-06,2026-01-02,1
60336,838,387,4,160.07,EU,PROCESSING,2026-01-10,2026-01-02,1
60337,7613,73,5,27.54,LATAM,PROCESSING,2026-01-09,2026-01-02,1
60338,2695,152,7,135.11,APAC,PLACED,2026-01-07,2026-01-02,1
60339,171,447,8,82.3,NA,PROCESSING,2026-01-06,2026-01-02,1
60340,1154,311,5,64.06,LATAM,SHIPPED,2026-01-06,2026-01-02,1
60341,7210,89,2,102.07,LATAM,PLACED,2026-01-10,2026-01-02,1
60342,4230,278,6,165.33,NA,PLACED,2026-01-07,2026-01-02,1
60343,7524,385,8,120.58,EU,PROCESSING,2026-01-07,2026-01-02,1
60344,7394,208,9,143.86,NA,PROCESSING,2026-01-10,2026-01-02,1
60345,5700,420,1,91.61,EU,SHIPPED,2026-01-09,2026-01-02,1
60346,1394,11,5,112.66,LATAM,SHIPPED,2026-01-06,2026-01-02,1
60347,5561,17,7,106.56,LATAM,PROCESSING,2026-01-09,2026-01-02,1
